encuesta,anio,mes,sexo,edad,edad_tramo,anios_escolaridad,gse,zona,region,problema_1,problema_2,problema_3,sit_econ_pais,sit_econ_pais_futuro,sit_econ_propia,sit_econ_propia_futuro,chile_hoy,aprueba_presidente,posicion_politica,partido,religion,asiste_iglesia,personas_hogar,ponderador
36,1998,6,Hombre,22.0,,15.0,ABC1,Urbano,Valparaíso,Sistema judicial,"Delincuencia, asaltos y robos",Pobreza,"Ni buena, ni mala",,Buena,Igual,Progresando,No aprueba ni desaprueba,Ninguna,Partido Por la Democracia,Ninguna,,5.0,1.4737
36,1998,6,Mujer,28.0,,16.0,ABC1,Urbano,Valparaíso,Sistema judicial,Narcotráfico,"Delincuencia, asaltos y robos","Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Catolica,,4.0,1.1022
36,1998,6,Hombre,57.0,,20.0,ABC1,Urbano,Valparaíso,Sistema judicial,Reformas constitucionales,"Delincuencia, asaltos y robos",Buena,,Buena,Igual,Progresando,Aprueba,Centro izquierda,Democracia Cristiana,Catolica,,4.0,0.8768
36,1998,6,Mujer,24.0,,16.0,ABC1,Urbano,Valparaíso,"Delincuencia, asaltos y robos",Corrupción,Protección del medio ambiente,"Ni buena, ni mala",,Buena,Mejor,Estancado,No aprueba ni desaprueba,Independiente,Ninguno,Catolica,,5.0,1.1213
36,1998,6,Hombre,40.0,,12.0,D,Urbano,Valparaíso,"Delincuencia, asaltos y robos",Pobreza,Salud,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,Centro,Democracia Cristiana,Ninguna,,3.0,0.9087
36,1998,6,Hombre,59.0,,8.0,D,Urbano,Valparaíso,Salud,Sueldos,"Alzas de precios, inflación",Mala,,Mala,Peor,En decadencia,Desaprueba,Ninguna,Renovación Nacional,Ninguna,,6.0,0.8768
36,1998,6,Hombre,57.0,,11.0,D,Urbano,Valparaíso,Pobreza,Sueldos,"Delincuencia, asaltos y robos","Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,Aprueba,Centro izquierda,Democracia Cristiana,Catolica,,5.0,0.8768
36,1998,6,Mujer,68.0,,4.0,D,Urbano,Valparaíso,"Delincuencia, asaltos y robos",Salud,Pobreza,Mala,,Mala,Peor,En decadencia,Desaprueba,Ninguna,Ninguno,Catolica,,7.0,0.832
36,1998,6,Hombre,20.0,,8.0,D,Urbano,Valparaíso,"Delincuencia, asaltos y robos",Narcotráfico,Empleo,Mala,,"Ni buena, ni mala",Igual,No sabe,No sabe,Ninguna,Ninguno,Catolica,,3.0,1.4737
36,1998,6,Hombre,71.0,,6.0,D,Urbano,Valparaíso,Educación,Corrupción,Sueldos,Mala,,Mala,Igual,Estancado,No aprueba ni desaprueba,Centro izquierda,Partido Radical Socialdemócrata,Catolica,,9.0,0.8768
36,1998,6,Hombre,73.0,,12.0,C3,Urbano,Araucanía,Sueldos,Salud,Educación,Muy buena,,Buena,Igual,Progresando,Aprueba,Centro derecha,Ninguno,Catolica,,1.0,0.8768
36,1998,6,Mujer,46.0,,14.0,C3,Urbano,Araucanía,Pobreza,Salud,Empleo,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Izquierda,Democracia Cristiana,Catolica,,9.0,0.781
36,1998,6,Hombre,63.0,,2.0,C3,Urbano,Araucanía,Sistema judicial,Sueldos,Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Peor,Progresando,Aprueba,Centro derecha,Ninguno,Evangelica,,3.0,0.8768
36,1998,6,Mujer,54.0,,0.0,C3,Urbano,Bio-bío,Educación,"Infraestructura (transporte, movilización, caminos, etc.)",Pobreza,"Ni buena, ni mala",,Mala,Mejor,Estancado,Desaprueba,Derecha,Democracia Cristiana,Catolica,,3.0,0.781
36,1998,6,Hombre,20.0,,15.0,C3,Urbano,Bio-bío,"Delincuencia, asaltos y robos",Educación,Reformas constitucionales,"Ni buena, ni mala",,Buena,Mejor,Progresando,Aprueba,Independiente,Democracia Cristiana,Catolica,,4.0,1.4737
36,1998,6,Hombre,33.0,,7.0,D,Urbano,O'Higgins,Pobreza,Educación,Sueldos,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Catolica,,4.0,1.4067
36,1998,6,Mujer,20.0,,10.0,D,Urbano,O'Higgins,Pobreza,"Delincuencia, asaltos y robos",Protestas y desórdenes callejeros,"Ni buena, ni mala",,"Ni buena, ni mala",No sabe,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,4.0,1.1213
36,1998,6,Hombre,30.0,,5.0,D,Urbano,O'Higgins,Salud,Empleo,Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Progresando,Aprueba,Ninguna,Ninguno,Catolica,,3.0,1.4067
36,1998,6,Mujer,40.0,,8.0,C3,Urbano,O'Higgins,Empleo,Pobreza,Sueldos,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Progresando,Aprueba,Derecha,Renovación Nacional,Catolica,,5.0,0.7313
36,1998,6,Mujer,74.0,,6.0,D,Urbano,O'Higgins,Empleo,Pobreza,Sueldos,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,Aprueba,No sabe,Ninguno,Catolica,,2.0,0.832
36,1998,6,Hombre,61.0,,17.0,C3,Urbano,O'Higgins,Salud,Empleo,Corrupción,"Ni buena, ni mala",,Buena,No sabe,Progresando,Aprueba,Ninguna,Ninguno,Catolica,,2.0,0.8768
36,1998,6,Hombre,66.0,,16.0,C2,Urbano,Metropolitana,Educación,Salud,Corrupción,Buena,,Buena,Mejor,Progresando,No aprueba ni desaprueba,No sabe,Ninguno,Catolica,,2.0,0.8768
36,1998,6,Mujer,49.0,,9.0,C3,Urbano,O'Higgins,Sistema judicial,Salud,Empleo,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Ninguna,Democracia Cristiana,Evangelica,,4.0,0.781
36,1998,6,Mujer,80.0,,2.0,C3,Urbano,O'Higgins,"Delincuencia, asaltos y robos",Empleo,Sueldos,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,No sabe,No sabe,No sabe,Ninguno,Catolica,,5.0,0.832
36,1998,6,Hombre,31.0,,10.0,D,Urbano,Valparaíso,"Delincuencia, asaltos y robos",Pobreza,Protestas y desórdenes callejeros,Mala,,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Ninguna,Ninguno,Evangelica,,3.0,1.4067
36,1998,6,Mujer,37.0,,6.0,D,Urbano,Valparaíso,Vivienda,Sueldos,Protección del medio ambiente,Muy mala,,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,7.0,0.7313
36,1998,6,Hombre,37.0,,11.0,D,Urbano,Valparaíso,"Delincuencia, asaltos y robos",Narcotráfico,Educación,Mala,,Mala,Peor,En decadencia,Aprueba,Izquierda,Partido Por la Democracia,Evangelica,,4.0,0.9087
36,1998,6,Hombre,54.0,,16.0,D,Urbano,Valparaíso,Salud,Educación,Empleo,No sabe,,Mala,Igual,Progresando,Aprueba,Izquierda,Partido Socialista,Ninguna,,2.0,1.0236
36,1998,6,Hombre,18.0,,4.0,D,Urbano,Valparaíso,Empleo,Educación,Pobreza,Mala,,Mala,Mejor,Progresando,Aprueba,Ninguna,Ninguno,Ninguna,,3.0,1.4737
36,1998,6,Hombre,65.0,,6.0,D,Urbano,Valparaíso,Salud,Empleo,Educación,Buena,,Muy mala,Peor,En decadencia,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,,2.0,0.8768
36,1998,6,Hombre,36.0,,11.0,D,Urbano,Valparaíso,Sistema judicial,Vivienda,Empleo,Mala,,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,8.0,0.9087
36,1998,6,Mujer,32.0,,16.0,C3,Urbano,Valparaíso,Pobreza,Sueldos,Protestas y desórdenes callejeros,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,,3.0,1.1022
36,1998,6,Hombre,24.0,,13.0,D,Urbano,Valparaíso,Sueldos,Salud,Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,3.0,1.4737
36,1998,6,Mujer,30.0,,18.0,D,Urbano,Valparaíso,"Delincuencia, asaltos y robos",Pobreza,Protestas y desórdenes callejeros,Mala,,Mala,Igual,No sabe,Desaprueba,Ninguna,Ninguno,Otras iglesias y religiones cristianas,,3.0,1.1022
36,1998,6,Hombre,75.0,,15.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Vivienda,Corrupción,Mala,,"Ni buena, ni mala",Peor,Estancado,Desaprueba,Centro derecha,Unión Demócrata Independiente,Catolica,,1.0,0.8768
36,1998,6,Hombre,42.0,,8.0,D,Urbano,Los Lagos,Protección del medio ambiente,Corrupción,Derechos humanos,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Izquierda,Partido Comunista,Ninguna,,3.0,0.9087
36,1998,6,Mujer,42.0,,8.0,D,Urbano,Los Lagos,"Alzas de precios, inflación",Pobreza,Salud,Mala,,Mala,Peor,En decadencia,Desaprueba,Centro derecha,Renovación Nacional,Catolica,,4.0,0.7313
36,1998,6,Mujer,26.0,,9.0,D,Urbano,Los Lagos,Empleo,Pobreza,Salud,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,,3.0,1.1022
36,1998,6,Hombre,58.0,,3.0,D,Urbano,Los Lagos,Empleo,Sueldos,Vivienda,Buena,,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Catolica,,6.0,0.8768
36,1998,6,Mujer,48.0,,8.0,D,Urbano,Los Lagos,Educación,Pobreza,Empleo,Mala,,Mala,Mejor,No sabe,No sabe,Centro,No sabe,Catolica,,5.0,0.781
36,1998,6,Hombre,32.0,,,D,Urbano,Los Lagos,"Alzas de precios, inflación",Empleo,Protestas y desórdenes callejeros,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Derecha,Unión Demócrata Independiente,Catolica,,,1.4067
36,1998,6,Mujer,29.0,,9.0,C3,Urbano,Araucanía,Empleo,Derechos humanos,Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,Aprueba,Centro derecha,Democracia Cristiana,Catolica,,3.0,1.1022
36,1998,6,Hombre,21.0,,7.0,C3,Urbano,Araucanía,"Delincuencia, asaltos y robos",Empleo,Protestas y desórdenes callejeros,Mala,,"Ni buena, ni mala",Mejor,Progresando,Desaprueba,Centro izquierda,Partido Por la Democracia,Evangelica,,6.0,1.4737
36,1998,6,Hombre,40.0,,4.0,D,Urbano,Araucanía,Derechos humanos,Empleo,Pobreza,Mala,,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Derecha,Renovación Nacional,Catolica,,6.0,0.9087
36,1998,6,Hombre,46.0,,10.0,C3,Urbano,Araucanía,Sueldos,Empleo,Vivienda,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Centro izquierda,Renovación Nacional,Catolica,,5.0,1.0236
36,1998,6,Hombre,44.0,,10.0,D,Urbano,Araucanía,Sueldos,Empleo,Salud,Mala,,Mala,Peor,Estancado,Desaprueba,Derecha,No sabe,Catolica,,5.0,0.9087
36,1998,6,Hombre,29.0,,12.0,C3,Urbano,Araucanía,Corrupción,"Delincuencia, asaltos y robos",Salud,"Ni buena, ni mala",,Buena,Igual,Progresando,Aprueba,Centro izquierda,Ninguno,Catolica,,4.0,1.4067
36,1998,6,Hombre,27.0,,15.0,C3,Urbano,Araucanía,Protección del medio ambiente,Vivienda,"Alzas de precios, inflación",Buena,,Buena,Mucho mejor,Progresando,Desaprueba,Derecha,Renovación Nacional,Catolica,,3.0,1.4067
36,1998,6,Mujer,50.0,,2.0,C3,Urbano,Araucanía,Narcotráfico,Pobreza,Educación,Mala,,Mala,Peor,Estancado,Desaprueba,Centro izquierda,Democracia Cristiana,Evangelica,,4.0,0.781
36,1998,6,Mujer,53.0,,8.0,C3,Urbano,Araucanía,Salud,Vivienda,Empleo,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Progresando,Aprueba,Derecha,Democracia Cristiana,Catolica,,3.0,0.781
36,1998,6,Mujer,46.0,,20.0,C2,Urbano,Araucanía,Salud,"Delincuencia, asaltos y robos",Educación,Mala,,Buena,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,3.0,0.781
36,1998,6,Hombre,25.0,,12.0,D,Rural,Valparaíso,Educación,Empleo,Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,Aprueba,Independiente,Ninguno,Catolica,,8.0,1.8273
36,1998,6,Hombre,30.0,,14.0,C3,Urbano,Metropolitana,Salud,Empleo,"Delincuencia, asaltos y robos","Ni buena, ni mala",,Mala,Igual,Estancado,Desaprueba,Centro,Democracia Cristiana,Catolica,,4.0,1.4067
36,1998,6,Hombre,34.0,,9.0,D,Urbano,Metropolitana,Narcotráfico,Pobreza,"Delincuencia, asaltos y robos","Ni buena, ni mala",,"Ni buena, ni mala",Peor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,6.0,1.4067
36,1998,6,Hombre,45.0,,12.0,C3,Urbano,Metropolitana,Educación,Empleo,Pobreza,"Ni buena, ni mala",,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,6.0,1.0236
36,1998,6,Hombre,24.0,,10.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Empleo,Salud,"Ni buena, ni mala",,Buena,Mejor,Estancado,No aprueba ni desaprueba,Izquierda,Partido Por la Democracia,Evangelica,,5.0,1.4737
36,1998,6,Mujer,38.0,,7.0,C3,Urbano,Metropolitana,Corrupción,"Delincuencia, asaltos y robos",Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Peor,En decadencia,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,,4.0,0.7313
36,1998,6,Mujer,33.0,,15.0,C3,Urbano,Metropolitana,Educación,Pobreza,Salud,"Ni buena, ni mala",,Buena,Igual,Progresando,Aprueba,Izquierda,Partido Socialista,Catolica,,4.0,1.1022
36,1998,6,Mujer,19.0,,13.0,C3,Urbano,Metropolitana,Pobreza,Protección del medio ambiente,Educación,"Ni buena, ni mala",,Buena,Mejor,Estancado,Aprueba,Derecha,Renovación Nacional,Catolica,,6.0,1.1213
36,1998,6,Hombre,37.0,,11.0,C3,Urbano,Metropolitana,Salud,"Delincuencia, asaltos y robos",Pobreza,Mala,,"Ni buena, ni mala",Igual,En decadencia,Aprueba,Derecha,Democracia Cristiana,Evangelica,,4.0,0.9087
36,1998,6,Hombre,26.0,,12.0,D,Urbano,Metropolitana,Salud,Empleo,Sueldos,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,Aprueba,Centro,Ninguno,Catolica,,5.0,1.4067
36,1998,6,Mujer,29.0,,16.0,ABC1,Urbano,Metropolitana,Salud,Sistema judicial,"Delincuencia, asaltos y robos",Mala,,"Ni buena, ni mala",Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Catolica,,4.0,1.1022
36,1998,6,Hombre,35.0,,12.0,C3,Urbano,Metropolitana,Salud,Protección del medio ambiente,Educación,"Ni buena, ni mala",,Buena,Igual,Estancado,Aprueba,Centro izquierda,Ninguno,Ninguna,,5.0,0.9087
36,1998,6,Hombre,42.0,,8.0,D,Urbano,Metropolitana,Pobreza,"Delincuencia, asaltos y robos",Sueldos,"Ni buena, ni mala",,Mala,Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,4.0,0.9087
36,1998,6,Mujer,26.0,,9.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Pobreza,Salud,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Aprueba,No sabe,Democracia Cristiana,Evangelica,,4.0,1.1022
36,1998,6,Mujer,60.0,,6.0,D,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Narcotráfico,Sueldos,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Progresando,Aprueba,Centro izquierda,Democracia Cristiana,Catolica,,2.0,0.832
36,1998,6,Mujer,59.0,,6.0,D,Urbano,Metropolitana,Narcotráfico,"Delincuencia, asaltos y robos",Sistema judicial,"Ni buena, ni mala",,"Ni buena, ni mala",Peor,No sabe,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,,6.0,0.832
36,1998,6,Hombre,26.0,,17.0,C3,Urbano,Metropolitana,Empleo,Pobreza,Salud,Buena,,Buena,Igual,Estancado,Aprueba,Centro,Democracia Cristiana,Catolica,,3.0,1.4067
36,1998,6,Hombre,34.0,,11.0,D,Urbano,Metropolitana,Educación,Salud,Sueldos,Mala,,"Ni buena, ni mala",Mejor,Progresando,Desaprueba,Centro izquierda,Democracia Cristiana,Catolica,,7.0,1.4067
36,1998,6,Mujer,26.0,,16.0,C3,Urbano,Metropolitana,Corrupción,Sueldos,"Delincuencia, asaltos y robos",Mala,,Mala,Mucho mejor,En decadencia,Desaprueba,Derecha,Ninguno,Otras iglesias y religiones cristianas,,5.0,1.1022
36,1998,6,Mujer,52.0,,2.0,C3,Urbano,Metropolitana,Narcotráfico,Educación,Empleo,Mala,,"Ni buena, ni mala",Mucho peor,Estancado,No responde,No contesta,Renovación Nacional,Catolica,,1.0,0.781
36,1998,6,Mujer,27.0,,18.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Pobreza,Empleo,Mala,,Buena,Mucho mejor,Progresando,Desaprueba,Derecha,Unión Demócrata Independiente,Catolica,,4.0,1.1022
36,1998,6,Hombre,70.0,,12.0,C3,Urbano,Metropolitana,Salud,Educación,"Delincuencia, asaltos y robos","Ni buena, ni mala",,"Ni buena, ni mala",Igual,Progresando,No responde,No contesta,No contesta,Catolica,,2.0,0.8768
36,1998,6,Hombre,27.0,,15.0,C3,Urbano,Metropolitana,Salud,Protección del medio ambiente,Educación,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Desaprueba,Centro izquierda,Democracia Cristiana,Catolica,,8.0,1.4067
36,1998,6,Mujer,69.0,,10.0,C3,Urbano,Metropolitana,Salud,Educación,"Delincuencia, asaltos y robos","Ni buena, ni mala",,No contesta,No contesta,Progresando,No responde,No contesta,No contesta,Catolica,,3.0,0.832
36,1998,6,Hombre,40.0,,18.0,C3,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Salud,Empleo,"Ni buena, ni mala",,Buena,Igual,Progresando,No responde,Ninguna,No contesta,Catolica,,5.0,0.9087
36,1998,6,Mujer,59.0,,16.0,C2,Urbano,Metropolitana,Narcotráfico,Salud,"Delincuencia, asaltos y robos","Ni buena, ni mala",,Buena,Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Catolica,,8.0,0.832
36,1998,6,Hombre,30.0,,18.0,C2,Urbano,Metropolitana,"Alzas de precios, inflación",Corrupción,"Delincuencia, asaltos y robos",Buena,,Buena,Mejor,Progresando,Aprueba,Centro,Democracia Cristiana,Catolica,,1.0,1.4067
36,1998,6,Mujer,41.0,,12.0,C3,Urbano,Metropolitana,Pobreza,"Delincuencia, asaltos y robos","Alzas de precios, inflación","Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,6.0,0.7313
36,1998,6,Mujer,45.0,,12.0,C3,Urbano,Metropolitana,Protección del medio ambiente,"Delincuencia, asaltos y robos",Corrupción,"Ni buena, ni mala",,Buena,Igual,Progresando,Desaprueba,Centro derecha,Partido Por la Democracia,Catolica,,6.0,0.781
36,1998,6,Mujer,18.0,,13.0,C3,Urbano,Metropolitana,Educación,Empleo,"Delincuencia, asaltos y robos",Muy mala,,Mala,Peor,Estancado,Desaprueba,Centro derecha,Unión Demócrata Independiente,Catolica,,5.0,1.1213
36,1998,6,Mujer,22.0,,17.0,C2,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Educación,Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Progresando,Aprueba,Ninguna,Ninguno,Catolica,,5.0,1.1213
36,1998,6,Mujer,65.0,,10.0,C2,Urbano,Metropolitana,No contesta,No contesta,No contesta,Muy mala,,Muy mala,No sabe,En decadencia,No responde,No contesta,No contesta,Catolica,,1.0,0.832
36,1998,6,Mujer,72.0,,15.0,C2,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Protección del medio ambiente,Protestas y desórdenes callejeros,Buena,,Buena,Igual,Progresando,No aprueba ni desaprueba,No contesta,No sabe,Catolica,,1.0,0.832
36,1998,6,Mujer,50.0,,14.0,ABC1,Urbano,Metropolitana,"Delincuencia, asaltos y robos",Educación,Protección del medio ambiente,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Estancado,Aprueba,Centro,Partido Por la Democracia,Catolica,,5.0,0.781
36,1998,6,Mujer,78.0,,12.0,C3,Urbano,Metropolitana,Educación,"Alzas de precios, inflación",Protección del medio ambiente,Muy mala,,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Derecha,Unión Demócrata Independiente,Catolica,,2.0,0.832
36,1998,6,Hombre,82.0,,12.0,C3,Urbano,Metropolitana,Educación,Educación,"Alzas de precios, inflación",Mala,,Mala,Igual,Estancado,Desaprueba,Independiente,Ninguno,Catolica,,2.0,0.8768
36,1998,6,Hombre,20.0,,13.0,C3,Urbano,Metropolitana,Reformas constitucionales,"Delincuencia, asaltos y robos",Salud,Mala,,Mala,Igual,Estancado,Desaprueba,Izquierda,Partido Comunista,Ninguna,,3.0,1.4737
36,1998,6,Hombre,45.0,,10.0,D,Rural,Araucanía,Pobreza,Empleo,Salud,"Ni buena, ni mala",,"Ni buena, ni mala",Peor,En decadencia,Desaprueba,Centro izquierda,Democracia Cristiana,Catolica,,5.0,1.5531
36,1998,6,Mujer,68.0,,5.0,D,Rural,Araucanía,Sueldos,Vivienda,Empleo,Mala,,Mala,Igual,Estancado,Desaprueba,Centro izquierda,Democracia Cristiana,Catolica,,7.0,0.8707
36,1998,6,Mujer,38.0,,2.0,D,Rural,Araucanía,Pobreza,Empleo,Salud,Mala,,Mala,Igual,Estancado,No aprueba ni desaprueba,Centro derecha,Ninguno,Catolica,,5.0,0.6247
36,1998,6,Hombre,38.0,,6.0,D,Rural,Araucanía,Pobreza,Vivienda,Empleo,Mala,,Mala,Peor,En decadencia,No aprueba ni desaprueba,Independiente,Ninguno,Catolica,,7.0,0.8166
36,1998,6,Hombre,31.0,,6.0,D,Rural,Araucanía,Salud,Educación,Pobreza,"Ni buena, ni mala",,Mala,Igual,Estancado,Aprueba,Ninguna,Ninguno,Evangelica,,5.0,1.8273
36,1998,6,Mujer,32.0,,2.0,D,Rural,Araucanía,Educación,Pobreza,Empleo,Buena,,"Ni buena, ni mala",Peor,En decadencia,Desaprueba,Independiente,No sabe,Catolica,,5.0,0.8159
36,1998,6,Mujer,52.0,,1.0,D,Rural,Araucanía,Pobreza,Sueldos,Educación,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Desaprueba,Centro derecha,No sabe,Catolica,,7.0,0.759
36,1998,6,Hombre,64.0,,3.0,E,Rural,Araucanía,"Infraestructura (transporte, movilización, caminos, etc.)",Pobreza,No sabe,"Ni buena, ni mala",,Buena,Peor,Estancado,Desaprueba,Derecha,Democracia Cristiana,Catolica,,2.0,1.0158
36,1998,6,Mujer,34.0,,4.0,D,Rural,Araucanía,Pobreza,Salud,Sueldos,Mala,,"Ni buena, ni mala",Igual,En decadencia,Aprueba,No contesta,No contesta,Evangelica,,6.0,0.8159
36,1998,6,Mujer,28.0,,5.0,E,Rural,Araucanía,Pobreza,Sueldos,Educación,Mala,,Mala,Igual,Estancado,Desaprueba,Derecha,Ninguno,Catolica,,5.0,0.8159
36,1998,6,Hombre,69.0,,5.0,C3,Rural,Bio-bío,"Infraestructura (transporte, movilización, caminos, etc.)",Sistema judicial,Pobreza,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,,1.0,1.0158
36,1998,6,Mujer,19.0,,7.0,D,Rural,Bio-bío,Narcotráfico,Derechos humanos,Empleo,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,Progresando,Aprueba,Ninguna,Ninguno,Catolica,,6.0,1.5352
36,1998,6,Hombre,57.0,,5.0,C3,Rural,Bio-bío,Empleo,Sueldos,"Alzas de precios, inflación","Ni buena, ni mala",,Buena,Igual,Progresando,Aprueba,Independiente,Ninguno,Catolica,,1.0,1.0158
36,1998,6,Hombre,61.0,,3.0,D,Rural,Bio-bío,Pobreza,"Delincuencia, asaltos y robos",Sueldos,Buena,,Mala,Igual,Estancado,Aprueba,Ninguna,Democracia Cristiana,Otras iglesias y religiones cristianas,,7.0,1.0158
36,1998,6,Hombre,28.0,,6.0,D,Rural,Bio-bío,Pobreza,Narcotráfico,Salud,Buena,,"Ni buena, ni mala",Igual,Estancado,Aprueba,Ninguna,Democracia Cristiana,Otras iglesias y religiones cristianas,,4.0,1.8273
36,1998,6,Mujer,57.0,,8.0,C3,Rural,Bio-bío,"Delincuencia, asaltos y robos",Educación,"Alzas de precios, inflación",Mala,,"Ni buena, ni mala",Igual,Estancado,Desaprueba,Ninguna,Ninguno,Catolica,,4.0,0.8707
36,1998,6,Mujer,27.0,,8.0,E,Rural,O'Higgins,Empleo,Pobreza,Vivienda,Mala,,Mala,Igual,En decadencia,Desaprueba,Ninguna,Ninguno,Catolica,,5.0,0.8159
36,1998,6,Hombre,59.0,,7.0,E,Rural,O'Higgins,Empleo,Pobreza,Sueldos,"Ni buena, ni mala",,"Ni buena, ni mala",Igual,En decadencia,Desaprueba,Derecha,Democracia Cristiana,Catolica,,5.0,1.0158
36,1998,6,Mujer,31.0,,8.0,E,Rural,O'Higgins,Empleo,Educación,Vivienda,"Ni buena, ni mala",,Mala,Igual,Estancado,Desaprueba,No sabe,No sabe,Evangelica,,5.0,0.8159
36,1998,6,Hombre,26.0,,7.0,E,Rural,O'Higgins,Pobreza,Empleo,Vivienda,"Ni buena, ni mala",,Mala,Peor,Estancado,Desaprueba,Ninguna,Ninguno,Evangelica,,4.0,1.8273
36,1998,6,Hombre,19.0,,4.0,E,Rural,O'Higgins,Empleo,Salud,Vivienda,Mala,,Mala,Igual,En decadencia,No aprueba ni desaprueba,Ninguna,Ninguno,Catolica,,5.0,1.9002
36,1998,6,Mujer,26.0,,10.0,D,Rural,Valparaíso,Salud,Empleo,Educación,Mala,,"Ni buena, ni mala",Igual,Estancado,No aprueba ni desaprueba,No sabe,Ninguno,Catolica,,4.0,0.8159
36,1998,6,Hombre,35.0,,8.0,E,Rural,Valparaíso,Salud,Corrupción,Empleo,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Progresando,Desaprueba,Ninguna,Ninguno,Evangelica,,11.0,0.8166
36,1998,6,Mujer,28.0,,8.0,D,Rural,Valparaíso,"Delincuencia, asaltos y robos",Pobreza,Educación,"Ni buena, ni mala",,"Ni buena, ni mala",Mucho peor,Progresando,Aprueba,Derecha,Democracia Cristiana,Catolica,,4.0,0.8159
36,1998,6,Mujer,22.0,,11.0,D,Rural,Valparaíso,Pobreza,Sueldos,Empleo,"Ni buena, ni mala",,"Ni buena, ni mala",Mejor,Estancado,Aprueba,Centro derecha,Democracia Cristiana,Catolica,,3.0,1.5352
